product_id,brand,product_name,price,processor,processor_brand,cpu_ghz,ram_gb,ram_expandable,ram_max_gb,ram_type,display_type,display_inches,gpu_name,gpu_brand,gpu_vram_gb,ssd_gb,hdd_gb,adapter_w,battery_hours,os,raw_name
LAP0001,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |),239.73,MediaTek Octa-core,MediaTek,2.0,4.0,False,4.0,DDR4 RAM,LED,11.6,Integrated Graphics,MediaTek,,64.0,0.0,45.0,12.0,Chrome OS,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops
LAP0002,Lenovo,Lenovo Ideapad Slim 3 (82KU017KIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),378.4,AMD Hexa-Core Ryzen 5,AMD,4.0,8.0,True,12.0,DDR4 RAM,LCD,15.6,Radeon,AMD,,512.0,0.0,65.0,11.0,Windows 11,Lenovo Ideapad Slim 3 (82KU017KIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::594497::computer::laptops
LAP0003,Dell,Dell G15-5520 (D560822WIN9B) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),818.56,Intel Core i5 (12th Gen),Intel,3.3,16.0,True,32.0,DDR5 RAM,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,56.0,10.0,Windows 11,Dell G15-5520 (D560822WIN9B) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595299::computer::laptops
LAP0004,HP,HP 15s-fy5007TU (91R03PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),578.62,Intel Core i5 (12th Gen),Intel,4.2,8.0,True,8.0,DDR4 RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,,7.3,Windows 11,HP 15s-fy5007TU (91R03PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616095::computer::laptops
LAP0005,Infinix,Infinix Inbook Y2 Plus XL29 Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),229.3,Intel Core i3 (11th Gen),Intel,1.7,8.0,False,8.0,LPDDR4X RAM,LCD,15.6,UHD,Intel,,512.0,0.0,45.0,8.0,Windows 11,Infinix Inbook Y2 Plus XL29 Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::615700::computer::laptops
LAP0006,Acer,Acer One 14 Z8-415 (UN.599SI.020) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),364.86,Intel Core i5 (11th Gen) Processor,Intel,,16.0,True,32.0,DDR4 RAM,LCD,14.0,Iris Xe,Intel,,512.0,0.0,45.0,,Windows 11,Acer One 14 Z8-415 (UN.599SI.020) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::616145::computer::laptops
LAP0007,HP,HP 14s-fq1092AU (50M60PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),517.19,AMD Hexa-Core Ryzen 5,AMD,4.0,8.0,True,16.0,DDR4 RAM,LCD,14.0,Radeon,AMD,,512.0,0.0,65.0,9.0,Windows 11,HP 14s-fq1092AU (50M60PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::594309::computer::laptops
LAP0008,Acer,Acer One 14 Z8-415 (UN.599SI.018) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),417.0,Intel Core i5 (11th Gen),Intel,2.5,8.0,True,32.0,DDR4 RAM,LCD,14.0,Iris Xe,Intel,,512.0,0.0,45.0,,Windows 11,Acer One 14 Z8-415 (UN.599SI.018) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::616155::computer::laptops
LAP0009,Lenovo,Lenovo Ideapad S145 (81VD008PIN) Laptop (15.6 Inch | Core i3 8th Gen | 4 GB | DOS | 1 TB HDD),345.27,Intel Core i3 (8th Gen),Intel,2.2,4.0,True,12.0,DDR4 RAM,LED,15.6,UHD 620,Intel,,0.0,1024.0,45.0,,DOS,Lenovo Ideapad S145 (81VD008PIN) Laptop (15.6 Inch | Core i3 8th Gen | 4 GB | DOS | 1 TB HDD)::579826::computer::laptops
LAP0010,ASUS,ASUS TUF Gaming F15 FX506HF-HN075W Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),510.84,Intel Core i5 (11th Gen),Intel,2.9,8.0,False,8.0,DDR4 RAM,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,150.0,,Windows 11,ASUS TUF Gaming F15 FX506HF-HN075W Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::613032::computer::laptops
LAP0011,Lenovo,Lenovo LOQ 15APH8 (82XT004JIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),969.66,AMD Octa-Core Ryzen 7,AMD,3.4,16.0,True,16.0,DDR5 RAM,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,6.0,512.0,0.0,170.0,9.5,Windows 11,Lenovo LOQ 15APH8 (82XT004JIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::612854::computer::laptops
LAP0012,HP,HP 15s-eq1580AU (834S2PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),328.36,AMD Dual-Core Ryzen 3,AMD,2.6,8.0,False,8.0,DDR4 RAM,LCD,15.6,Radeon,AMD,,512.0,0.0,65.0,7.0,Windows 11,HP 15s-eq1580AU (834S2PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::615979::computer::laptops
LAP0013,Acer,Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.003) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD),1094.79,Intel Core i7 (13th Gen) Processor,Intel,,16.0,True,32.0,DDR5 RAM,LCD,16.0,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,6.0,1024.0,0.0,230.0,,Windows 11,Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.003) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::611409::computer::laptops
LAP0014,HP,HP 14s-dy2508TU (6X360PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),469.23,Intel Core i3 (11th Gen),Intel,1.7,8.0,True,8.0,DDR4 RAM,LCD,14.0,UHD,Intel,,512.0,0.0,65.0,9.45,Windows 11,HP 14s-dy2508TU (6X360PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597128::computer::laptops
LAP0015,Acer,Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.006) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD),1178.1,Intel Core i7 (13th Gen) Processor,Intel,,16.0,True,32.0,DDR5 RAM,LCD,16.0,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,6.0,1024.0,0.0,230.0,,Windows 11,Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.006) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::612876::computer::laptops
LAP0016,Dell,Dell Vostro 3420 (293420GT2FWO2MC2IN) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),550.57,Intel Core i5 (12th Gen),Intel,3.3,8.0,True,16.0,DDR4 RAM,LCD,14.0,Iris Xe,Intel,,512.0,0.0,,7.0,Windows 11,Dell Vostro 3420 (293420GT2FWO2MC2IN) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::600396::computer::laptops
LAP0017,ASUS,ASUS VivoBook 14 X415EA-EK322WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),385.71,Intel Core i3 (11th Gen),Intel,3.0,8.0,True,12.0,DDR4 RAM,LCD,14.0,UHD,Intel,,512.0,0.0,65.0,6.0,Windows 11,ASUS VivoBook 14 X415EA-EK322WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596964::computer::laptops
LAP0018,Tecno,Tecno MEGABOOK T1 Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),500.51,Intel Core i5 (11th Gen),Intel,4.7,16.0,True,16.0,DDR4 RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,65.0,17.5,Windows 11,Tecno MEGABOOK T1 Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::613324::computer::laptops
LAP0019,Acer,Acer Nitro V ANV15-51 (UN.QN8SI.001) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),811.89,Intel Core i5 (13th Gen) Processor,Intel,,16.0,True,32.0,DDR5 RAM,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,6.0,512.0,0.0,135.0,,Windows 11,Acer Nitro V ANV15-51 (UN.QN8SI.001) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::613400::computer::laptops
LAP0020,Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K101PCIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),520.33,Intel Core i5 (11th Gen),Intel,3.1,8.0,True,16.0,DDR4 RAM,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,,6.5,Windows 11,Lenovo Ideapad Gaming 3 15IHU6 (82K101PCIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::615134::computer::laptops
LAP0021,HP,HP Pavilion 14-dv2153TU (8Y2S3PA) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD),729.92,Intel Core i5 (12th Gen),Intel,4.2,16.0,True,16.0,DDR4 RAM,LCD,14.0,Iris Xe,Intel,,1024.0,0.0,,,Windows 11,HP Pavilion 14-dv2153TU (8Y2S3PA) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::613601::computer::laptops
LAP0022,Acer,Acer Aspire 3 A315-59 (NX.K6TSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),385.71,Intel Core i5 (12th Gen),Intel,3.3,8.0,True,32.0,DDR4 RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,45.0,,Windows 11,Acer Aspire 3 A315-59 (NX.K6TSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597262::computer::laptops
LAP0023,Lenovo,Lenovo Ideapad 3 15ITL6 (82H801L7IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),353.49,Intel Core i3 (11th Gen),Intel,4.0,8.0,True,12.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,45.0,12.0,Windows 11,Lenovo Ideapad 3 15ITL6 (82H801L7IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::594573::computer::laptops
LAP0024,HP,HP 14s-fy1005AU (6Y6R8PA) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),635.97,AMD Octa-Core Ryzen 7,AMD,4.2,16.0,False,16.0,DDR4 RAM,LCD,14.0,Radeon,AMD,,512.0,0.0,65.0,,Windows 11,HP 14s-fy1005AU (6Y6R8PA) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596972::computer::laptops
LAP0025,Lenovo,Lenovo Ideapad Slim 3 15ITL6 (82H803LKIN) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),427.42,Intel Core i5 (11th Gen),Intel,2.5,16.0,True,16.0,DDR4 RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,,7.0,Windows 11,Lenovo Ideapad Slim 3 15ITL6 (82H803LKIN) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::615418::computer::laptops
LAP0026,Xiaomi,Xiaomi RedmiBook 15 e-Learning Edition Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),328.36,Intel Core i3 (11th Gen),Intel,3.0,8.0,True,8.0,DDR4 RAM,LED,15.6,UHD,Intel,,256.0,0.0,65.0,10.0,Windows 10,Xiaomi RedmiBook 15 e-Learning Edition Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::587679::computer::laptops
LAP0027,Lenovo,Lenovo Ideapad Slim 5 14IMH9 (83DA0049IN) Laptop (14 Inch | Core Ultra 5 | 16 GB | Windows 11 | 1 TB SSD),844.53,Intel Core Ultra 5,Intel,4.2,16.0,True,16.0,LPDDR5X RAM,LED,14.0,Arc,Intel,,1024.0,0.0,,5.0,Windows 11,Lenovo Ideapad Slim 5 14IMH9 (83DA0049IN) Laptop (14 Inch | Core Ultra 5 | 16 GB | Windows 11 | 1 TB SSD)::616284::computer::laptops
LAP0028,Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K101GSIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),531.7,Intel Core i5 (11th Gen),Intel,2.5,8.0,False,8.0,DDR4 RAM,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,135.0,8.0,Windows 11,Lenovo Ideapad Gaming 3 15IHU6 (82K101GSIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599086::computer::laptops
LAP0029,ASUS,ASUS TUF Gaming F17 FX706HF-HX018W Laptop (17.3 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),604.69,Intel Core i5 (11th Gen),Intel,2.7,8.0,True,32.0,DDR4 RAM,LCD,17.3,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,150.0,,Windows 11,ASUS TUF Gaming F17 FX706HF-HX018W Laptop (17.3 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::611247::computer::laptops
LAP0030,HP,HP 14s- dq3032tu (637S3PA) Laptop (14 Inch | Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD),265.37,Intel Celeron Dual-Core,Intel,2.8,8.0,False,8.0,DDR4 RAM,LCD,14.0,UHD,Intel,,256.0,0.0,41.0,12.0,Windows 11,HP 14s- dq3032tu (637S3PA) Laptop (14 Inch | Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::594568::computer::laptops
LAP0031,HP,HP 15-fc0026AU (7L030PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),385.71,AMD Quad-Core Ryzen 3,AMD,2.4,8.0,False,8.0,LPDDR5 RAM,LCD,15.6,Radeon,AMD,,512.0,0.0,,,Windows 11,HP 15-fc0026AU (7L030PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::611471::computer::laptops
LAP0032,Lenovo,Lenovo Ideapad 3 CB 11IGL05 (82BA001PHA) Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD),198.11,Intel Celeron Dual-Core,Intel,2.8,4.0,False,4.0,LPDDR4 RAM,LED,11.6,UHD,Intel,,64.0,0.0,,10.0,,Lenovo Ideapad 3 CB 11IGL05 (82BA001PHA) Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD)::592198::computer::laptops
LAP0033,Acer,Acer Aspire 7 A715-42G (NH.QAYSI.004) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),510.84,AMD Hexa-Core Ryzen 5,AMD,2.1,8.0,True,32.0,DDR4 RAM,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,135.0,,Windows 11,Acer Aspire 7 A715-42G (NH.QAYSI.004) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::596048::computer::laptops
LAP0034,ASUS,ASUS Vivobook K513EA-L523TS Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD),500.42,Intel Core i5 (11th Gen),Intel,2.4,16.0,False,16.0,DDR4 RAM,LED,15.6,Iris Xe,Intel,,256.0,1024.0,65.0,,Windows 10,ASUS Vivobook K513EA-L523TS Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD)::592298::computer::laptops
LAP0035,Acer,Acer One 14 Z2-493 (UN.431SI.146) Laptop (14 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD),302.29,AMD Dual-Core Ryzen 3,AMD,2.6,8.0,True,32.0,DDR4 RAM,LCD,14.0,Radeon,AMD,,256.0,0.0,65.0,,Windows 11,Acer One 14 Z2-493 (UN.431SI.146) Laptop (14 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD)::597133::computer::laptops
LAP0036,HP,HP 245 G8 (689T3PA) Laptop (14 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),281.44,AMD Dual-Core Ryzen 3,AMD,2.6,8.0,False,8.0,DDR4 RAM,LCD,14.0,Radeon,AMD,,512.0,0.0,65.0,4.0,Windows 11,HP 245 G8 (689T3PA) Laptop (14 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::599470::computer::laptops
LAP0037,Dell,Dell Inspiron 15 3511 (D560656WIN9S) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),409.28,Intel Core i3 (11th Gen),Intel,3.0,8.0,True,16.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,65.0,7.0,Windows 11,Dell Inspiron 15 3511 (D560656WIN9S) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596559::computer::laptops
LAP0038,HP,HP 14s-dq3017TU (3Y0H4PA) Laptop (14 Inch | Celeron Dual Core | 8 GB | Windows 10 | 256 GB SSD),290.67,Intel Celeron Dual-Core,Intel,2.8,8.0,False,8.0,DDR4 RAM,LED,14.0,UHD,Intel,,256.0,0.0,,,Windows 10,HP 14s-dq3017TU (3Y0H4PA) Laptop (14 Inch | Celeron Dual Core | 8 GB | Windows 10 | 256 GB SSD)::585670::computer::laptops
LAP0039,ASUS,ASUS Notebook 12 BR1100CKA-GJ0722W Laptop (11.6 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 128 GB SSD),260.68,Intel Celeron Dual-Core,Intel,2.8,4.0,True,4.0,DDR4 RAM,LCD,11.6,UHD,Intel,,128.0,0.0,45.0,,Windows 11,ASUS Notebook 12 BR1100CKA-GJ0722W Laptop (11.6 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 128 GB SSD)::595686::computer::laptops
LAP0040,MSI,MSI GF63 Thin 11UC-867IN Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),594.26,Intel Core i5 (11th Gen),Intel,2.7,8.0,False,8.0,DDR4 RAM,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,65.0,,Windows 10,MSI GF63 Thin 11UC-867IN Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::596474::computer::laptops
LAP0041,ASUS,ASUS TUF Gaming F15 FX506LH-HN258T Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),533.47,Intel Core i5 (10th Gen),Intel,2.5,8.0,True,32.0,DDR4 RAM,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,150.0,6.0,Windows 10,ASUS TUF Gaming F15 FX506LH-HN258T Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::585922::computer::laptops
LAP0042,Acer,Acer Aspire 3 A315-510P (NX.KDHSI.001) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),367.04,Intel Core i3 (12th Gen),Intel,3.4,8.0,False,8.0,LPDDR5 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,45.0,,Windows 11,Acer Aspire 3 A315-510P (NX.KDHSI.001) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::600274::computer::laptops
LAP0043,Acer,Acer Extensa EX215-54 (NX.EGJSI.00T) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),344.0,Intel Core i3 (11th Gen),Intel,1.7,8.0,True,12.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,45.0,,Windows 11,Acer Extensa EX215-54 (NX.EGJSI.00T) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599599::computer::laptops
LAP0044,Acer,Acer Extensa EX215-31 (UN.EFTSI.002) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 256 GB SSD),250.25,Intel Pentium Quad-Core,Intel,2.4,4.0,True,8.0,DDR4 RAM,LED,15.6,UHD 605,Intel,,256.0,0.0,45.0,6.5,Windows 10,Acer Extensa EX215-31 (UN.EFTSI.002) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 256 GB SSD)::587119::computer::laptops
LAP0045,ASUS,ASUS VivoBook 15 X1502VA-NJ542WS Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),677.69,Intel Core i5 (13th Gen),Intel,2.6,16.0,False,16.0,DDR4 RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,65.0,6.0,Windows 11,ASUS VivoBook 15 X1502VA-NJ542WS Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::614419::computer::laptops
LAP0046,Lenovo,Lenovo Ideapad Gaming 3 15ACH6 (82K201UMIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),761.11,AMD Octa-Core Ryzen 7,AMD,3.3,16.0,True,16.0,DDR4 RAM,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,65.0,5.0,Windows 11,Lenovo Ideapad Gaming 3 15ACH6 (82K201UMIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596546::computer::laptops
LAP0047,ASUS,ASUS Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop (14 Inch | Core i9 12th Gen | 32 GB | Windows 11 | 1 TB SSD),1772.58,Intel Core i9 (12th Gen),Intel,2.5,32.0,False,32.0,LPDDR5 RAM,LED,14.0,Iris Xe,Intel,,1024.0,0.0,100.0,10.0,Windows 11,ASUS Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop (14 Inch | Core i9 12th Gen | 32 GB | Windows 11 | 1 TB SSD)::595439::computer::laptops
LAP0048,HP,HP 15s-du3564TU (5R7P5PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),521.37,Intel Core i3 (11th Gen) Processor,Intel,,8.0,False,8.0,DDR4 RAM,LED,15.6,UHD,Intel,,512.0,0.0,65.0,,Windows 11,HP 15s-du3564TU (5R7P5PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::592927::computer::laptops
LAP0049,HP,HP 14s-dy5005TU Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),573.41,Intel Core i5 (12th Gen),Intel,4.2,16.0,True,16.0,DDR4 RAM,LED,14.0,Iris Xe,Intel,,512.0,0.0,65.0,,Windows 11,HP 14s-dy5005TU Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596974::computer::laptops
LAP0050,ASUS,ASUS TUF Gaming A15 FA577RM-HF031WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD),1011.37,AMD Octa-Core Ryzen 7,AMD,4.7,16.0,True,32.0,DDR5 RAM,LCD,15.6,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,6.0,1024.0,0.0,90.0,,Windows 11,ASUS TUF Gaming A15 FA577RM-HF031WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::599806::computer::laptops
LAP0051,ASUS,ASUS VivoBook 14 X1400EA-EK322WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),385.81,Intel Core i3 (11th Gen),Intel,4.0,8.0,False,8.0,DDR4 RAM,LCD,14.0,UHD,Intel,,512.0,0.0,45.0,6.0,Windows 11,ASUS VivoBook 14 X1400EA-EK322WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::611217::computer::laptops
LAP0052,Dell,Dell G15-5525 (D560818WIN9B) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),933.26,AMD Hexa-Core Ryzen 5,AMD,3.3,16.0,False,16.0,DDR5 RAM,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,65.0,7.0,Windows 11,Dell G15-5525 (D560818WIN9B) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::596284::computer::laptops
LAP0053,Samsung,Samsung Galaxy Book Pro Intel Evo 13.3 2 Pro 13.3 Laptop (13.3 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),761.11,Intel Core i5 (12th Gen),Intel,4.2,16.0,False,16.0,LPDDR5 RAM,LED,13.3,Iris Xe,Intel,,512.0,0.0,65.0,21.0,Windows 11,Samsung Galaxy Book Pro Intel Evo 13.3 2 Pro 13.3 Laptop (13.3 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::594518::computer::laptops
LAP0054,Lenovo,Lenovo Ideapad 3 15ITL6 (82H801L3IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD),364.86,Intel Core i3 (11th Gen) Processor,Intel,,8.0,False,8.0,DDR4 RAM,LED,15.6,UHD,Intel,,256.0,0.0,65.0,,Windows 11,Lenovo Ideapad 3 15ITL6 (82H801L3IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::593617::computer::laptops
